Date,Time,HZ,Displace,Flow,SedimentPPM,PressureLbs,ChlorinePPM
3/13/14,19:24,9.88,3.53,1868,1.13,78,1.15
3/13/14,19:25,10.08,3.523,1864,0.15,79,1.95
3/13/14,19:26,10.41,3.509,1857,1.69,93,0.81
3/13/14,19:28,9.77,3.499,1852,0.46,92,1.66
3/13/14,19:29,10.07,3.494,1849,1.56,94,1.32
3/13/14,19:31,9.65,3.486,1845,0.34,98,0.98
3/13/14,19:32,9.76,3.483,1843,1.34,89,0.58
3/13/14,19:34,9.99,3.477,1840,0.94,84,1.29
3/13/14,19:35,10.11,3.474,1838,0.38,97,0.76
3/13/14,19:37,9.95,3.468,1835,1.29,82,1.43
3/13/14,19:38,9.62,3.464,1833,0.74,80,0.68
3/13/14,19:39,9.93,3.451,1826,0.11,87,0.81
3/13/14,19:41,10.08,3.446,1824,1.15,98,0.59
3/13/14,19:42,9.71,3.44,1821,0.01,93,1.87
3/13/14,19:44,9.51,3.432,1816,0.42,90,1.05
3/13/14,19:45,9.78,3.427,1814,1.44,90,1.45
3/13/14,19:47,9.99,3.418,1809,1.43,82,0.8
3/13/14,19:48,10.38,3.416,1807,0.7,98,0.82
3/13/14,19:49,9.92,3.413,1806,1.88,100,0.99
3/13/14,19:51,9.6,3.4,1799,0.55,93,1.53
3/13/14,19:52,10.25,3.393,1796,1.91,90,1.97
3/13/14,19:54,9.51,3.384,1791,0.93,89,0.85
3/13/14,19:55,9.96,3.378,1788,1.93,91,0.85
3/13/14,19:57,10.08,3.368,1782,0.81,96,1.52
3/13/14,19:58,10.28,3.365,1781,0.86,79,1.51
3/13/14,20:00,9.77,3.36,1778,0.36,88,1.27
3/13/14,20:01,9.67,3.358,1777,1.79,78,1.78
3/13/14,20:02,10.33,3.349,1772,1.11,78,1.84
3/13/14,20:04,9.95,3.346,1771,0.82,77,1.14
3/13/14,20:05,10.21,3.339,1767,0.52,82,0.8
3/13/14,20:07,10.21,3.337,1766,0.88,82,0.52
3/13/14,20:08,9.79,3.333,1764,0.03,97,1.09
3/13/14,20:10,9.97,3.33,1762,0.1,87,1.83
3/13/14,20:11,9.91,3.327,1761,0.04,97,1.93
3/13/14,20:13,9.6,3.322,1758,0.87,89,1.41
3/13/14,20:14,9.68,3.314,1754,0.58,97,1.16
3/13/14,20:15,10.33,3.309,1751,1.92,75,1.44
3/13/14,20:17,9.73,3.307,1750,0.74,86,1.74
3/13/14,20:18,10.45,3.296,1744,1.17,96,1.22
3/13/14,20:20,10.23,3.292,1742,1.68,91,0.51
3/13/14,20:21,10.04,3.279,1735,1.91,97,1.35
3/13/14,20:23,9.67,3.272,1732,0.9,88,1.9
3/13/14,20:24,10.04,3.269,1730,1.93,76,1.8
3/13/14,20:25,9.7,3.259,1725,1.49,81,1.65
3/13/14,20:27,10.36,3.255,1722,1.93,87,1.05
3/13/14,20:28,10.27,3.253,1721,0.31,86,0.72
3/13/14,20:30,9.83,3.246,1718,1.33,81,1.94
3/13/14,20:31,10.21,3.242,1716,1.17,84,1.43
3/13/14,20:33,9.6,3.235,1712,0.36,78,1.64
3/13/14,20:34,10.46,3.232,1710,1.85,79,0.73
3/13/14,20:36,10.49,3.23,1709,0.36,77,0.73
3/13/14,20:37,10.28,3.22,1704,1.83,90,1.42
3/13/14,20:38,9.93,3.211,1699,1.62,90,0.79
3/13/14,20:40,9.64,3.203,1695,0.38,79,1.22
3/13/14,20:41,10.26,3.195,1691,0.37,82,1.86
3/13/14,20:43,10.35,3.193,1690,1.14,80,1.46
3/13/14,20:44,10.09,3.19,1688,0.61,97,1.81
3/13/14,20:46,10.18,3.18,1683,1,76,0.53
3/13/14,20:47,10.12,3.174,1680,0.37,75,0.67
3/13/14,20:49,9.56,3.166,1675,0.82,99,1.5
3/13/14,20:50,10.39,3.163,1674,0.58,86,0.52
3/13/14,20:51,9.69,3.161,1673,0.43,90,0.79
3/13/14,20:53,9.9,3.157,1671,1.08,78,1.89
3/13/14,20:54,10.34,3.154,1669,1.87,75,0.91
3/13/14,20:56,9.64,3.149,1666,1.15,76,1.43
3/13/14,20:57,10.36,3.143,1663,0.73,97,1.59
3/13/14,20:59,9.71,3.135,1659,0.73,83,1.89
3/13/14,21:00,9.89,3.13,1656,0.95,91,1.32
3/13/14,21:01,9.79,3.128,1655,0.65,89,0.85
3/13/14,21:03,9.53,3.125,1654,0.99,83,1.94
3/13/14,21:04,9.89,3.118,1650,0.25,79,1.4
3/13/14,21:06,10.14,3.11,1646,1.7,82,0.52
3/13/14,21:07,9.7,3.106,1644,1.23,96,0.83
3/13/14,21:09,10.25,3.103,1642,0.34,81,0.85
3/13/14,21:10,10.09,3.1,1641,1.3,90,1.35
3/13/14,21:12,9.91,3.098,1639,1.26,86,0.99
3/13/14,21:13,10.29,3.096,1638,1.15,80,0.54
3/13/14,21:14,10.05,3.086,1633,1.29,85,1.73
3/13/14,21:16,9.89,3.073,1626,0.57,80,0.53
3/13/14,21:17,10.27,3.068,1624,1.95,88,0.66
3/13/14,21:19,10.24,3.066,1622,1.45,87,1.46
3/13/14,21:20,9.82,3.063,1621,0.03,93,1.16
3/13/14,21:22,10.04,3.058,1618,1.24,98,1.33
3/13/14,21:23,10.5,3.052,1615,1.59,97,1.61
3/13/14,21:25,10.12,3.045,1612,1.93,80,0.66
3/13/14,21:26,9.99,3.042,1610,0.95,90,1.54
3/13/14,21:27,9.84,3.039,1608,0.61,77,1.41
3/13/14,21:29,9.94,3.037,1607,0.43,83,1.56
3/13/14,21:30,9.67,3.033,1605,1.14,99,1.88
3/13/14,21:32,9.52,3.031,1604,1.48,77,1.93
3/13/14,21:33,9.93,3.021,1599,0.66,88,0.77
3/13/14,21:35,10.26,3.011,1593,0.17,76,1.53
3/13/14,21:36,9.73,3.009,1592,1.17,87,1.8
3/13/14,21:37,10.37,2.999,1587,1.7,96,0.6
3/13/14,21:39,9.98,2.996,1586,0.38,97,1.12
3/13/14,21:40,10.14,2.992,1583,1.77,80,1.9
3/13/14,21:42,10.31,2.986,1580,0.55,99,1.32
3/13/14,21:43,10.39,2.977,1575,0.16,79,0.53
3/13/14,21:45,10.09,2.969,1571,0.34,93,1.13
3/13/14,21:46,9.85,2.965,1569,0.97,91,1.22
3/13/14,21:48,9.77,2.961,1567,1.63,90,1.47
3/13/14,21:49,10.18,2.958,1565,1.77,76,1.52
3/13/14,21:50,10.43,2.946,1559,0.67,87,1.34
3/13/14,21:52,9.76,2.938,1555,0.5,90,1.05
3/13/14,21:53,9.92,2.927,1549,1.05,79,1.16
3/13/14,21:55,9.92,2.925,1548,0.46,86,1.54
3/13/14,21:56,10.42,2.923,1547,0.67,76,1.75
3/13/14,21:58,9.65,2.911,1540,0.5,94,1.51
3/13/14,21:59,10.38,2.903,1536,0.27,96,1.13
3/13/14,22:01,9.93,2.9,1535,0.78,87,1.89
3/13/14,22:02,10.02,2.898,1534,0.43,80,1.67
3/13/14,22:03,9.61,2.892,1530,0.26,97,1.11
3/13/14,22:05,10.27,2.889,1529,0.28,78,1.63
3/13/14,22:06,9.73,2.884,1526,0.28,99,1.93
3/13/14,22:08,10.1,2.882,1525,1.23,100,0.67
3/13/14,22:09,10.28,2.88,1524,1.92,93,1.91
3/13/14,22:11,10.07,2.87,1519,0.05,92,0.66
3/13/14,22:12,9.76,2.858,1512,1.45,91,1.64
3/13/14,22:13,9.81,2.856,1511,0.54,88,0.89
3/13/14,22:15,9.86,2.853,1510,0.83,78,0.89
3/13/14,22:16,9.88,2.84,1503,1.21,87,1.1
3/13/14,22:18,9.86,2.836,1501,1.68,75,1.7
3/13/14,22:19,9.65,2.827,1496,0.56,100,0.68
3/13/14,22:21,10.2,2.821,1493,0.02,79,1.7
3/13/14,22:22,9.97,2.819,1492,1.44,77,1.78
3/13/14,22:24,9.74,2.814,1489,0.3,84,1.78
3/13/14,22:25,9.61,2.812,1488,1.53,88,1.98
3/13/14,22:26,10.21,2.802,1483,1.8,80,1.55
3/13/14,22:28,9.69,2.794,1479,0.65,78,1.01
3/13/14,22:29,9.6,2.787,1475,0.94,89,1.81
3/13/14,22:31,10.43,2.784,1473,0.34,95,1.1
3/13/14,22:32,9.74,2.782,1472,0.87,96,1.04
3/13/14,22:34,9.93,2.777,1470,0.69,86,0.89
3/13/14,22:35,9.96,2.772,1467,1.96,84,0.93
3/13/14,22:37,10.01,2.77,1466,0.11,96,1.17
3/13/14,22:38,9.63,2.758,1460,0.01,85,0.8
3/13/14,22:39,10.35,2.753,1457,1.91,77,1.94
3/13/14,22:41,10.2,2.743,1452,0.75,89,0.7
3/13/14,22:42,9.92,2.732,1446,0.97,86,1.25
3/13/14,22:44,9.59,2.73,1444,0.24,91,1.34
3/13/14,22:45,9.8,2.725,1442,1.82,97,1.42
3/13/14,22:47,10.33,2.719,1439,1.13,97,1.48
3/13/14,22:48,10.11,2.709,1434,0.31,100,1.13
3/13/14,22:49,10.26,2.701,1429,0.78,91,1.64
3/13/14,22:51,10.03,2.689,1423,0.04,84,0.71
3/13/14,22:52,10.25,2.686,1422,1.39,91,1.34
3/13/14,22:54,9.92,2.681,1418,1.5,84,1.92
3/13/14,22:55,9.52,2.671,1414,0.53,82,1.37
3/13/14,22:57,9.93,2.658,1406,1.91,88,1.3
3/13/14,22:58,10.28,2.654,1405,0.89,94,1
3/13/14,23:00,10.47,2.652,1404,1.98,91,0.95
3/13/14,23:01,10.12,2.649,1402,0.17,82,1.96
3/13/14,23:02,10.07,2.647,1401,0.77,92,0.89
3/13/14,23:04,10.5,2.644,1399,1.22,83,1.22
3/13/14,23:05,9.83,2.636,1395,0.4,94,1.48
3/13/14,23:07,9.92,2.631,1392,1.89,89,0.87
3/13/14,23:08,10.11,2.625,1389,0.91,78,0.77
3/13/14,23:10,9.62,2.622,1388,1.12,95,1.86
3/13/14,23:11,10.12,2.609,1381,0.56,78,0.59
3/13/14,23:13,9.62,2.595,1373,0.21,96,1.88
3/13/14,23:14,9.84,2.587,1369,1.38,90,0.86
3/13/14,23:15,9.74,2.577,1364,1.15,87,1.28
3/13/14,23:17,10.22,2.575,1363,0.54,78,1.07
3/13/14,23:18,10.05,2.573,1362,0.55,92,0.95
3/13/14,23:20,10.41,2.569,1359,0.02,89,0.92
3/13/14,23:21,10.24,2.564,1357,1.83,89,1.73
3/13/14,23:23,10.08,2.558,1354,1.84,83,1.01
3/13/14,23:24,9.89,2.553,1351,0.67,97,1.96
3/13/14,23:25,10.25,2.549,1349,1.28,87,1.84
3/13/14,23:27,10.29,2.546,1347,0.28,79,0.84
3/13/14,23:28,10.17,2.538,1343,1.79,100,1.59
3/13/14,23:30,10.24,2.535,1342,0.93,91,1.13
3/13/14,23:31,9.87,2.532,1340,1.75,99,1.03
3/13/14,23:33,10.43,2.522,1335,1.33,93,1.73
3/13/14,23:34,9.51,2.517,1332,0.65,99,1
3/13/14,23:36,10.27,2.513,1330,1.85,98,1.29
3/13/14,23:37,9.85,2.51,1328,0.77,90,1.2
3/13/14,23:38,10.48,2.507,1327,1.71,91,0.76
3/13/14,23:40,9.93,2.498,1322,0.27,93,0.59
3/13/14,23:41,9.99,2.489,1317,0.59,80,0.69
3/13/14,23:43,10.12,2.487,1316,0.5,91,1.63
3/13/14,23:44,9.57,2.481,1313,0.44,83,0.99
3/13/14,23:46,10.1,2.479,1312,1.78,83,1.27
3/13/14,23:47,9.65,2.477,1311,0.82,87,0.81
3/13/14,23:49,10.06,2.471,1307,1.15,92,0.66
3/13/14,23:50,9.9,2.464,1304,1.19,86,1.7
3/13/14,23:51,9.93,2.457,1300,1.67,95,0.51
3/13/14,23:53,9.76,2.446,1294,0.97,94,1.15
3/13/14,23:54,10.12,2.433,1287,1.62,97,1.93
3/13/14,23:56,10.18,2.42,1281,1.88,83,0.61
3/13/14,23:57,10.41,2.417,1279,0.44,93,1.89
3/13/14,23:59,9.66,2.405,1273,1.15,95,1.38
3/14/14,1:01,9.54,2.407,1274,0.09,89,1.1
3/14/14,1:02,10.19,2.407,1274,0.37,86,1.65
3/14/14,1:03,9.52,2.408,1274,1.23,90,0.89
3/14/14,1:05,10.16,2.408,1274,1.11,77,1.63
3/14/14,1:06,10.44,2.409,1275,1.4,79,0.6
3/14/14,1:08,9.95,2.41,1275,0.4,86,0.85
3/14/14,1:09,9.79,2.41,1275,0.92,94,1.5
3/14/14,1:11,9.59,2.411,1276,1.61,84,1.64
3/14/14,1:12,9.52,2.411,1276,1.28,99,0.78
3/14/14,1:13,9.73,2.413,1277,0.92,79,0.95
3/14/14,1:15,10.47,2.413,1277,1.5,97,0.56
3/14/14,1:16,9.94,2.413,1277,0.76,88,1.16
3/14/14,1:18,9.65,2.414,1277,1.3,94,0.58
3/14/14,1:19,9.81,2.414,1278,1.44,99,0.84
3/14/14,1:21,9.67,2.415,1278,0.06,77,0.75
3/14/14,1:22,10.16,2.416,1279,0.63,81,1.02
3/14/14,1:24,10.1,2.417,1279,1.3,88,1.68
3/14/14,1:25,10.16,2.417,1279,0.03,95,0.88
3/14/14,1:26,9.66,2.419,1280,0.38,78,1.76
3/14/14,1:28,9.62,2.42,1280,1.54,95,1.07
3/14/14,1:29,9.79,2.421,1281,1.91,78,1.28
3/14/14,1:31,10.34,2.422,1282,0.88,84,0.63
3/14/14,1:32,10.24,2.424,1283,1.04,90,1.7
3/14/14,1:34,9.86,2.425,1283,0.7,86,1.99
3/14/14,1:35,9.82,2.426,1284,1.77,96,1.16
3/14/14,1:37,10.06,2.426,1284,1.66,80,1.63
3/14/14,1:38,9.53,2.427,1284,1.1,78,1.26
3/14/14,1:39,9.67,2.427,1285,1.75,81,1.37
3/14/14,1:41,9.6,2.428,1285,1.86,92,1.45
3/14/14,1:42,9.91,2.429,1286,1.73,76,0.62
3/14/14,1:44,10.1,2.43,1286,1.84,94,1.3
3/14/14,1:45,10.1,2.43,1286,1.2,95,1.08
3/14/14,1:47,9.96,2.432,1287,0.59,94,1.78
3/14/14,1:48,9.89,2.432,1287,1.76,91,0.61
3/14/14,1:49,10.35,2.433,1288,2,94,1.84
3/14/14,1:51,10.26,2.435,1288,1.47,80,1.88
3/14/14,1:52,10.24,2.436,1289,1.83,83,1.97
3/14/14,1:54,9.99,2.436,1289,0.07,85,1.57
3/14/14,1:55,9.71,2.436,1289,0.88,84,0.52
3/14/14,1:57,9.67,2.437,1290,0.87,95,1.69
3/14/14,1:58,9.91,2.438,1290,0.98,87,1.76
3/14/14,2:00,10.02,2.439,1291,1.41,93,1.38
3/14/14,2:01,10.48,2.439,1291,0.32,84,1.79
3/14/14,2:02,10.47,2.439,1291,1.2,88,1.46
3/14/14,2:04,10.19,2.44,1291,1.03,87,1.64
3/14/14,2:05,10.06,2.442,1292,0.63,86,1.79
3/14/14,2:07,10.29,2.442,1292,1.16,90,1.42
3/14/14,2:08,10.06,2.444,1293,0.08,87,0.87
3/14/14,2:10,10.16,2.444,1293,1.28,84,1.09
3/14/14,2:11,9.72,2.444,1293,1.63,85,1.21
3/14/14,2:13,9.6,2.445,1294,0.24,79,1.22
3/14/14,2:14,9.81,2.446,1295,0.85,83,0.83
3/14/14,2:15,9.65,2.447,1295,0.27,86,0.66
3/14/14,2:17,9.76,2.449,1296,1.86,92,1.06
3/14/14,2:18,10.01,2.449,1296,0.33,93,0.89
3/14/14,2:20,10.01,2.449,1296,1.65,94,0.68
3/14/14,2:21,9.98,2.451,1297,1.91,97,0.65
3/14/14,2:23,10.01,2.451,1297,1.89,89,1.78
3/14/14,2:24,10.24,2.452,1297,0,81,1.72
3/14/14,2:25,9.88,2.453,1298,0.54,85,0.51
3/14/14,2:27,9.94,2.454,1298,0.8,94,1.17
3/14/14,2:28,10.27,2.455,1299,0.59,97,1.92
3/14/14,2:30,10.09,2.456,1300,1.12,95,1.77
3/14/14,2:31,10.07,2.457,1300,0.69,86,0.57
3/14/14,2:33,9.83,2.457,1300,0.61,96,0.77
3/14/14,2:34,9.76,2.458,1301,0.72,81,1.25
3/14/14,2:36,9.89,2.458,1301,1.25,95,1.03
3/14/14,2:37,9.66,2.458,1301,1.26,85,1.12
3/14/14,2:38,10.12,2.46,1302,0.53,98,1.99
3/14/14,2:40,9.85,2.46,1302,0.28,79,1.13
3/14/14,2:41,10.06,2.461,1302,0.2,78,1.16
3/14/14,2:43,10.27,2.463,1303,1.62,100,1.32
3/14/14,2:44,10.46,2.465,1304,1.4,80,0.91
3/14/14,2:46,10.08,2.465,1305,0.32,90,1.27
3/14/14,2:47,10.2,2.466,1305,0.28,84,1.33
3/14/14,2:49,10.42,2.467,1305,0.47,86,1.29
3/14/14,2:50,9.87,2.467,1306,1.53,90,0.86
3/14/14,2:51,10.07,2.469,1306,1.26,84,1.21
3/14/14,2:53,9.66,2.47,1307,1.19,96,0.79
3/14/14,2:54,9.68,2.471,1308,1.48,94,0.77
3/14/14,2:56,9.75,2.472,1308,1.57,76,1.71
3/14/14,2:57,10.39,2.473,1309,0.44,83,1.19
3/14/14,2:59,9.68,2.474,1309,1.66,89,1.01
3/14/14,3:00,9.95,2.476,1310,1.02,86,1.05
3/14/14,3:01,9.99,2.476,1310,0.06,95,1.8
3/14/14,3:03,10.38,2.477,1311,1.97,99,1.61
3/14/14,3:04,10.42,2.478,1311,1.39,82,0.58
3/14/14,3:06,9.63,2.479,1312,0.08,92,1.23
3/14/14,3:07,9.66,2.481,1313,0.16,79,1.55
3/14/14,3:09,10.12,2.482,1314,1.04,87,1.44
3/14/14,3:10,10.2,2.483,1314,1.65,85,1.48
3/14/14,3:12,9.78,2.483,1314,1.35,89,0.91
3/14/14,3:13,10.36,2.484,1314,1.42,92,1.52
3/14/14,3:14,10.32,2.484,1314,0.11,78,1.23
3/14/14,3:16,10.28,2.484,1315,0.09,99,1.74
3/14/14,3:17,10.23,2.485,1315,0.46,91,1.72
3/14/14,3:19,10.41,2.485,1315,1.66,88,1.4
3/14/14,3:20,10.11,2.486,1316,0.88,90,0.52
3/14/14,3:22,10.11,2.487,1316,0.91,94,0.73
3/14/14,3:23,10.39,2.488,1317,0.89,86,1.15
3/14/14,3:25,10.25,2.489,1317,0.03,83,1.99
3/14/14,3:26,9.96,2.491,1318,1.95,79,1.71
3/14/14,3:27,9.85,2.493,1319,1.32,94,0.57
3/14/14,3:29,9.94,2.493,1319,1.62,77,1.65
3/14/14,3:30,10.42,2.493,1319,0.68,83,1.42
3/14/14,3:32,10.23,2.495,1320,0.55,78,1.09
3/14/14,3:33,9.58,2.496,1321,1.5,77,1.29
3/14/14,3:35,10.25,2.496,1321,0.97,95,1.59
3/14/14,3:36,10.21,2.497,1321,0.72,81,1.2
3/14/14,3:37,9.61,2.498,1322,0.93,85,1
3/14/14,3:39,9.58,2.498,1322,1.16,92,1.62
3/14/14,3:40,10.26,2.5,1323,0.89,78,1.54
3/14/14,3:42,10.46,2.502,1324,1.31,89,0.72
3/14/14,3:43,9.52,2.503,1324,0.61,88,1.65
3/14/14,3:45,10.02,2.503,1324,1.74,87,1.61
3/14/14,3:46,9.64,2.503,1325,1.63,85,1.9
3/14/14,3:48,9.6,2.504,1325,0.34,82,1.23
3/14/14,3:49,10.2,2.504,1325,1.43,80,1.91
3/14/14,3:50,10.39,2.506,1326,0.53,82,0.95
3/14/14,3:52,9.9,2.507,1326,0.7,97,0.56
3/14/14,3:53,10.42,2.507,1327,0.45,98,0.83
3/14/14,3:55,10.16,2.508,1327,0.04,85,1.5
3/14/14,3:56,9.93,2.508,1327,1.43,97,0.78
3/14/14,3:58,10.42,2.509,1328,1.5,100,0.82
3/14/14,3:59,10.17,2.511,1329,1.55,96,1.41
3/14/14,4:01,10.26,2.511,1329,1.48,84,0.52
3/14/14,4:02,10.42,2.517,1332,1.42,85,1.88
3/14/14,4:03,9.55,2.52,1333,1.55,86,1.27
3/14/14,4:05,10.05,2.523,1335,1,78,1.04
3/14/14,4:06,9.87,2.534,1341,0.84,97,1.04
3/14/14,4:08,10.22,2.545,1347,1.68,99,1.22
3/14/14,4:09,10.26,2.55,1349,0.56,79,1.79
3/14/14,4:11,10.46,2.556,1352,0.6,97,1.42
3/14/14,4:12,9.81,2.558,1354,0.8,88,1.39
3/14/14,4:13,10.16,2.567,1358,0.79,90,1.64
3/14/14,4:15,10.37,2.569,1360,0.12,78,0.79
3/14/14,4:16,9.91,2.575,1363,1.74,86,0.55
3/14/14,4:18,10.17,2.579,1365,1.07,83,0.68
3/14/14,4:19,10,2.581,1366,1.6,82,1.4
3/14/14,4:21,10.46,2.586,1368,1.41,99,1.47
3/14/14,4:22,9.88,2.589,1370,0.75,91,0.92
3/14/14,4:24,9.54,2.596,1374,0.06,77,0.86
3/14/14,4:25,10.4,2.598,1375,0.6,88,1.92
3/14/14,4:26,10.06,2.608,1380,1.01,93,0.67
3/14/14,4:28,9.87,2.615,1384,0.61,97,1.26
3/14/14,4:29,9.75,2.619,1386,1.92,98,1.58
3/14/14,4:31,9.97,2.621,1387,1.19,90,0.53
3/14/14,4:32,9.95,2.632,1393,1.29,77,1.44
3/14/14,4:34,10.43,2.643,1399,1.79,77,0.65
3/14/14,4:35,10.09,2.646,1400,0.24,98,0.99
3/14/14,4:37,10.21,2.653,1404,0.78,86,1.63
3/14/14,4:38,9.57,2.658,1406,1.8,76,1.55
3/14/14,4:39,10.34,2.662,1409,0.89,84,1.43
3/14/14,4:41,9.69,2.675,1416,1.19,75,1.36
3/14/14,4:42,9.9,2.678,1417,0.97,99,1.93
3/14/14,4:44,10.04,2.68,1418,0.28,81,1.16
3/14/14,4:45,10.14,2.685,1421,0.55,91,1.69
3/14/14,4:47,9.57,2.693,1425,0.64,80,1.46
3/14/14,4:48,9.68,2.702,1430,1.64,87,1.38
3/14/14,4:49,10.3,2.712,1435,1.5,99,1.24
3/14/14,4:51,10.45,2.72,1439,1.29,92,1.45
3/14/14,4:52,10.36,2.726,1442,1.77,85,1.83
3/14/14,4:54,9.58,2.73,1444,1.96,90,0.98
3/14/14,4:55,10.01,2.743,1452,0.36,94,1.79
3/14/14,4:57,9.59,2.746,1453,1.54,91,1.22
3/14/14,4:58,9.57,2.751,1456,1.88,77,0.73
3/14/14,5:00,9.81,2.754,1458,1.92,96,1.49
3/14/14,5:01,9.87,2.758,1460,1.53,92,1.77
3/14/14,5:02,10.48,2.762,1462,1.81,98,0.62
3/14/14,5:04,9.8,2.774,1468,0.03,98,1.07
3/14/14,5:05,9.54,2.783,1473,0.43,89,0.79
3/14/14,5:07,10.23,2.788,1475,0.8,80,0.61
3/14/14,5:08,10.1,2.79,1477,0.34,89,1.29
3/14/14,5:10,9.88,2.796,1480,0.41,82,1.88
3/14/14,5:11,9.71,2.801,1482,0.68,92,1.04
3/14/14,5:13,10.25,2.804,1484,1.28,87,1.47
3/14/14,5:14,10.34,2.806,1485,1.83,82,1.68
3/14/14,5:15,9.74,2.814,1489,1.62,97,0.72
3/14/14,5:17,10.16,2.816,1490,0.03,97,1.03
3/14/14,5:18,9.98,2.823,1494,0.81,82,1.76
3/14/14,5:20,10.49,2.832,1499,0.83,77,2
3/14/14,5:21,9.92,2.844,1505,1.44,88,1.36
3/14/14,5:23,9.83,2.85,1508,0.06,86,1.47
3/14/14,5:24,9.83,2.858,1512,0.29,78,1.59
3/14/14,5:25,10.1,2.862,1514,0.73,97,0.64
3/14/14,5:27,9.58,2.867,1517,0.4,76,1.15
3/14/14,5:28,10.31,2.874,1521,1.14,88,1.47
3/14/14,5:30,9.94,2.879,1523,0.53,81,1.79
3/14/14,5:31,9.66,2.891,1530,1.58,98,1.94
3/14/14,5:33,9.82,2.899,1534,1.08,98,1.93
3/14/14,5:34,10.23,2.904,1536,0.42,91,0.92
3/14/14,5:36,10.02,2.911,1541,0.73,92,0.82
3/14/14,5:37,10.06,2.922,1546,0.35,81,0.82
3/14/14,5:38,9.91,2.933,1552,0.02,78,1.68
3/14/14,5:40,9.85,2.945,1558,0.68,89,0.55
3/14/14,5:41,9.79,2.956,1564,0.06,89,0.62
3/14/14,5:43,10.23,2.96,1566,0.01,92,1.35
3/14/14,5:44,9.95,2.964,1568,1.7,84,0.6
3/14/14,5:46,10.36,2.972,1573,1.97,81,1.52
3/14/14,5:47,9.62,2.979,1577,1.42,80,0.68
3/14/14,5:49,9.81,2.988,1581,1.08,82,1.64
3/14/14,5:50,9.76,2.991,1583,1.23,89,1.24
3/14/14,5:51,10.24,3.002,1589,1.52,81,0.86
3/14/14,5:53,10.37,3.004,1590,0.47,96,0.78
3/14/14,5:54,10.33,3.008,1592,1.96,87,1.64
3/14/14,5:56,10.11,3.012,1594,0.58,96,1.52
3/14/14,5:57,9.87,3.022,1599,1.75,85,1.95
3/14/14,5:59,9.67,3.032,1605,1.74,94,1.61
3/14/14,6:00,9.61,3.037,1607,0.25,98,1.1
3/14/14,6:01,9.62,3.046,1612,0.93,83,0.92
3/14/14,6:03,9.71,3.06,1619,1.76,97,0.68
3/14/14,6:04,9.73,3.062,1621,1.76,77,0.82
3/14/14,6:06,9.6,3.069,1624,0.84,87,1.26
3/14/14,6:07,9.75,3.073,1626,1.5,75,0.54
3/14/14,6:09,9.53,3.082,1631,0.19,82,1.77
3/14/14,6:10,10.04,3.09,1635,0.72,94,0.57
3/14/14,6:12,9.65,3.095,1638,1.73,90,1.6
3/14/14,6:13,9.75,3.103,1642,1.59,78,0.61
3/14/14,6:14,9.89,3.109,1645,0.1,96,0.98
3/14/14,6:16,9.84,3.114,1648,0.35,76,1.73
3/14/14,6:17,9.76,3.118,1650,0.39,95,1.5
3/14/14,6:19,9.66,3.129,1656,1.59,97,1.03
3/14/14,6:20,9.98,3.133,1658,1,87,1.39
3/14/14,6:22,9.58,3.136,1660,1.49,82,1.26
3/14/14,6:23,10.46,3.14,1662,1.19,91,1.75
3/14/14,6:25,9.7,3.142,1663,0.74,78,1.71
3/14/14,6:26,9.53,3.147,1665,2,97,1.58
3/14/14,6:27,9.93,3.149,1667,0.64,78,1.72
3/14/14,6:29,10.2,3.158,1671,1.33,82,1.85
3/14/14,6:30,10.08,3.161,1673,1.51,98,1.25
3/14/14,6:32,9.65,3.172,1679,0.18,82,1.55
3/14/14,6:33,9.8,3.175,1680,0.53,92,0.81
3/14/14,6:35,9.54,3.18,1683,1.81,99,1.71
3/14/14,6:36,9.9,3.185,1685,1.6,78,1.46
3/14/14,6:37,10.24,3.198,1692,1.52,95,0.77
3/14/14,6:39,10.11,3.2,1694,0.35,84,1.1
3/14/14,6:40,9.64,3.213,1700,0.82,82,1.06
3/14/14,6:42,10.15,3.227,1707,1.25,75,1.88
3/14/14,6:43,9.8,3.23,1709,1.65,96,1.25
3/14/14,6:45,10.28,3.235,1712,0.09,79,0.55
3/14/14,6:46,10.34,3.245,1717,0.35,76,0.74
3/14/14,6:48,9.63,3.247,1718,0.39,88,1.59
3/14/14,6:49,10.18,3.256,1723,1.52,85,1.08
3/14/14,6:50,9.74,3.265,1728,0.76,93,1.22
3/14/14,6:52,9.64,3.269,1730,1.47,88,1.5
3/14/14,6:53,9.53,3.28,1736,1.68,90,0.56
3/14/14,6:55,9.86,3.288,1740,0.53,93,1.02
3/14/14,6:56,10.35,3.291,1741,1.36,86,1.41
3/14/14,6:58,9.67,3.301,1747,1.37,97,1.71
3/14/14,6:59,9.82,3.308,1750,1.29,85,1.51
3/14/14,7:01,9.74,3.322,1758,1.55,90,0.55
3/14/14,7:02,10.11,3.325,1759,1.88,96,1.91
3/14/14,7:03,9.79,3.335,1765,0,98,1.86
3/14/14,7:05,10.22,3.345,1770,1.36,91,1.69
3/14/14,7:06,10.43,3.347,1771,1.88,89,1.78
3/14/14,7:08,10.3,3.356,1776,0.89,78,1.02
3/14/14,7:09,9.72,3.362,1779,1.96,76,1.74
3/14/14,7:11,9.99,3.374,1785,0.16,96,1.16
3/14/14,7:12,9.69,3.379,1788,1.36,93,1.86
